1,400,0,3.265625
2,400,0.003504276,240.9052734
3,400,0.006146669,295.4501953
4,400,0.025985956,337.203125
5,400,0.020986319,337.5419922
6,400,0.038975,338.109375
7,400,0.077000856,338.3828125
8,400,0.166718245,338.5166016
9,400,0.290705204,338.6914063
10,400,0.587365389,339.1113281
11,400,1.303806067,338.9580078
12,400,2.969253778,339.4189453
13,400,5.343634605,339.5283203
14,400,12.75782657,339.75
15,400,26.16979027,339.7265625
16,400,51.80962205,340.1611328
17,400,108.3263729,340.1533203
18,400,223.653801,340.7548828
19,400,412.5231164,340.9853516
20,400,892.506644,341.1220703
